,Unnamed: 0,traveller_id,lat_o,lng_o,lat_d,lng_d,css_o,lat_css_o,lng_css_o,css_d,lat_css_d,lng_css_d
18,19,t19,55.66034659999999,12.6124427,55.7023483,12.535914,Albaniensgade 4,55.6629687,12.6150036,Bygmestervej 59,55.70464879999999,12.5368945
19,20,t20,55.66034659999999,12.6124427,55.7030729,12.5477827,Albaniensgade 4,55.6629687,12.6150036,Egirsgade 65,55.7009488,12.5486256
20,21,t21,55.66034659999999,12.6124427,55.700964,12.5414659,Albaniensgade 4,55.6629687,12.6150036,Egirsgade 65,55.7009488,12.5486256
21,22,t22,55.66034659999999,12.6124427,55.6935246,12.5337137,Albaniensgade 4,55.6629687,12.6150036,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
22,23,t23,55.66034659999999,12.6124427,55.69347029999999,12.5343236,Albaniensgade 4,55.6629687,12.6150036,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
23,24,t24,55.66034659999999,12.6124427,55.6303298,12.5758695,Albaniensgade 4,55.6629687,12.6150036,Arne Jacobsens Alle 7,55.6317174,12.5736554
24,25,t25,55.66034659999999,12.6124427,55.630171,12.576398,Albaniensgade 4,55.6629687,12.6150036,Arne Jacobsens Alle 7,55.6317174,12.5736554
25,26,t26,55.66034659999999,12.6124427,55.695981,12.566608,Albaniensgade 4,55.6629687,12.6150036,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
26,27,t27,55.66034659999999,12.6124427,55.695981,12.566608,Albaniensgade 4,55.6629687,12.6150036,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
27,28,t28,55.66034659999999,12.6124427,55.7337192,12.5151561,Albaniensgade 4,55.6629687,12.6150036,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
28,29,t29,55.66034659999999,12.6124427,55.73391059999999,12.5147976,Albaniensgade 4,55.6629687,12.6150036,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
29,30,t30,55.66034659999999,12.6124427,55.649143,12.538063,Albaniensgade 4,55.6629687,12.6150036,Borgbjergsvej 43,55.6498214,12.5355941
30,31,t31,55.66034659999999,12.6124427,55.6508857,12.5362424,Albaniensgade 4,55.6629687,12.6150036,Borgbjergsvej 43,55.6498214,12.5355941
31,32,t32,55.66034659999999,12.6124427,55.656097,12.4854309,Albaniensgade 4,55.6629687,12.6150036,Vigerslev Venge 60,55.656498,12.489456
32,33,t33,55.66034659999999,12.6124427,55.656243,12.49368,Albaniensgade 4,55.6629687,12.6150036,Vigerslev Venge 60,55.656498,12.489456
33,34,t34,55.66034659999999,12.6124427,55.68661609999999,12.4911945,Albaniensgade 4,55.6629687,12.6150036,Dronninglundvej 12,55.689496,12.489151
34,35,t35,55.66034659999999,12.6124427,55.68832579999999,12.489222,Albaniensgade 4,55.6629687,12.6150036,Dronninglundvej 12,55.689496,12.489151
35,36,t36,55.66034659999999,12.6124427,55.67162899999999,12.546236,Albaniensgade 4,55.6629687,12.6150036,Westend 8,55.6718713,12.5516401
36,37,t37,55.66034659999999,12.6124427,55.6737346,12.550013,Albaniensgade 4,55.6629687,12.6150036,Westend 8,55.6718713,12.5516401
37,38,t38,55.66034659999999,12.6124427,55.6681772,12.5494579,Albaniensgade 4,55.6629687,12.6150036,Westend 8,55.6718713,12.5516401
38,40,t40,55.663417,12.613829,55.7155986,12.5491707,Albaniensgade 4,55.6629687,12.6150036,Bispebjerg Bakke 22,55.714287,12.544606
39,41,t41,55.663417,12.613829,55.7145986,12.5472417,Albaniensgade 4,55.6629687,12.6150036,Bispebjerg Bakke 22,55.714287,12.544606
40,42,t42,55.663417,12.613829,55.6944184,12.5088552,Albaniensgade 4,55.6629687,12.6150036,Nesbyholmvej 1,55.6967862,12.5046889
41,43,t43,55.663417,12.613829,55.6957116,12.5020127,Albaniensgade 4,55.6629687,12.6150036,Nesbyholmvej 1,55.6967862,12.5046889
42,44,t44,55.663417,12.613829,55.6815622,12.6035183,Albaniensgade 4,55.6629687,12.6150036,Halvtolv 19,55.678067,12.605109
43,45,t45,55.663417,12.613829,55.679351,12.6063932,Albaniensgade 4,55.6629687,12.6150036,Halvtolv 19,55.678067,12.605109
44,46,t46,55.663417,12.613829,55.6821885,12.5853534,Albaniensgade 4,55.6629687,12.6150036,Solvgade 11,55.68544739999999,12.5850568
45,47,t47,55.663417,12.613829,55.6858274,12.5772687,Albaniensgade 4,55.6629687,12.6150036,Solvgade 11,55.68544739999999,12.5850568
46,48,t48,55.663417,12.613829,55.6757724,12.5426171,Albaniensgade 4,55.6629687,12.6150036,Amalievej 1,55.6795777,12.5433161
47,49,t49,55.663417,12.613829,55.677688,12.546912,Albaniensgade 4,55.6629687,12.6150036,Amalievej 1,55.6795777,12.5433161
48,50,t50,55.663417,12.613829,55.7326892,12.5690945,Albaniensgade 4,55.6629687,12.6150036,Esthersvej 34,55.7309704,12.5659228
49,51,t51,55.663417,12.613829,55.73273,12.5654915,Albaniensgade 4,55.6629687,12.6150036,Esthersvej 34,55.7309704,12.5659228
50,52,t52,55.663417,12.613829,55.7051614,12.481215,Albaniensgade 4,55.6629687,12.6150036,Husumvej (overfor 131),55.7046643,12.4787843
51,53,t53,55.663417,12.613829,55.6538288,12.566855,Albaniensgade 4,55.6629687,12.6150036,Drechselsgade 13,55.6571548,12.5684851
52,54,t54,55.663417,12.613829,55.6576191,12.566949,Albaniensgade 4,55.6629687,12.6150036,Drechselsgade 13,55.6571548,12.5684851
53,55,t55,55.663417,12.613829,55.713568,12.5927798,Albaniensgade 4,55.6629687,12.6150036,Orientkaj 4,55.711612,12.5952725
54,56,t56,55.663417,12.613829,55.710214,12.5926909,Albaniensgade 4,55.6629687,12.6150036,Orientkaj 4,55.711612,12.5952725
55,57,t57,55.663417,12.613829,55.7035416,12.538201,Albaniensgade 4,55.6629687,12.6150036,Bygmestervej 59,55.70464879999999,12.5368945
56,58,t58,55.663417,12.613829,55.7023483,12.535914,Albaniensgade 4,55.6629687,12.6150036,Bygmestervej 59,55.70464879999999,12.5368945
57,59,t59,55.663417,12.613829,55.7030729,12.5477827,Albaniensgade 4,55.6629687,12.6150036,Egirsgade 65,55.7009488,12.5486256
58,60,t60,55.663417,12.613829,55.700964,12.5414659,Albaniensgade 4,55.6629687,12.6150036,Egirsgade 65,55.7009488,12.5486256
59,61,t61,55.663417,12.613829,55.6935246,12.5337137,Albaniensgade 4,55.6629687,12.6150036,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
60,62,t62,55.663417,12.613829,55.69347029999999,12.5343236,Albaniensgade 4,55.6629687,12.6150036,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
61,63,t63,55.663417,12.613829,55.6303298,12.5758695,Albaniensgade 4,55.6629687,12.6150036,Arne Jacobsens Alle 7,55.6317174,12.5736554
62,64,t64,55.663417,12.613829,55.630171,12.576398,Albaniensgade 4,55.6629687,12.6150036,Arne Jacobsens Alle 7,55.6317174,12.5736554
63,65,t65,55.663417,12.613829,55.695981,12.566608,Albaniensgade 4,55.6629687,12.6150036,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
64,66,t66,55.663417,12.613829,55.695981,12.566608,Albaniensgade 4,55.6629687,12.6150036,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
65,67,t67,55.663417,12.613829,55.7337192,12.5151561,Albaniensgade 4,55.6629687,12.6150036,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
66,68,t68,55.663417,12.613829,55.73391059999999,12.5147976,Albaniensgade 4,55.6629687,12.6150036,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
67,69,t69,55.663417,12.613829,55.649143,12.538063,Albaniensgade 4,55.6629687,12.6150036,Borgbjergsvej 43,55.6498214,12.5355941
68,70,t70,55.663417,12.613829,55.6508857,12.5362424,Albaniensgade 4,55.6629687,12.6150036,Borgbjergsvej 43,55.6498214,12.5355941
69,71,t71,55.663417,12.613829,55.656097,12.4854309,Albaniensgade 4,55.6629687,12.6150036,Vigerslev Venge 60,55.656498,12.489456
70,72,t72,55.663417,12.613829,55.656243,12.49368,Albaniensgade 4,55.6629687,12.6150036,Vigerslev Venge 60,55.656498,12.489456
71,73,t73,55.663417,12.613829,55.68661609999999,12.4911945,Albaniensgade 4,55.6629687,12.6150036,Dronninglundvej 12,55.689496,12.489151
72,74,t74,55.663417,12.613829,55.68832579999999,12.489222,Albaniensgade 4,55.6629687,12.6150036,Dronninglundvej 12,55.689496,12.489151
73,75,t75,55.663417,12.613829,55.67162899999999,12.546236,Albaniensgade 4,55.6629687,12.6150036,Westend 8,55.6718713,12.5516401
74,76,t76,55.663417,12.613829,55.6737346,12.550013,Albaniensgade 4,55.6629687,12.6150036,Westend 8,55.6718713,12.5516401
75,77,t77,55.663417,12.613829,55.6681772,12.5494579,Albaniensgade 4,55.6629687,12.6150036,Westend 8,55.6718713,12.5516401
76,78,t78,55.7155986,12.5491707,55.66034659999999,12.6124427,Bispebjerg Bakke 22,55.714287,12.544606,Albaniensgade 4,55.6629687,12.6150036
77,79,t79,55.7155986,12.5491707,55.663417,12.613829,Bispebjerg Bakke 22,55.714287,12.544606,Albaniensgade 4,55.6629687,12.6150036
78,81,t81,55.7155986,12.5491707,55.6944184,12.5088552,Bispebjerg Bakke 22,55.714287,12.544606,Nesbyholmvej 1,55.6967862,12.5046889
79,82,t82,55.7155986,12.5491707,55.6957116,12.5020127,Bispebjerg Bakke 22,55.714287,12.544606,Nesbyholmvej 1,55.6967862,12.5046889
80,83,t83,55.7155986,12.5491707,55.6815622,12.6035183,Bispebjerg Bakke 22,55.714287,12.544606,Halvtolv 19,55.678067,12.605109
81,84,t84,55.7155986,12.5491707,55.679351,12.6063932,Bispebjerg Bakke 22,55.714287,12.544606,Halvtolv 19,55.678067,12.605109
82,85,t85,55.7155986,12.5491707,55.6821885,12.5853534,Bispebjerg Bakke 22,55.714287,12.544606,Solvgade 11,55.68544739999999,12.5850568
83,86,t86,55.7155986,12.5491707,55.6858274,12.5772687,Bispebjerg Bakke 22,55.714287,12.544606,Solvgade 11,55.68544739999999,12.5850568
84,87,t87,55.7155986,12.5491707,55.6757724,12.5426171,Bispebjerg Bakke 22,55.714287,12.544606,Amalievej 1,55.6795777,12.5433161
85,88,t88,55.7155986,12.5491707,55.677688,12.546912,Bispebjerg Bakke 22,55.714287,12.544606,Amalievej 1,55.6795777,12.5433161
86,89,t89,55.7155986,12.5491707,55.7326892,12.5690945,Bispebjerg Bakke 22,55.714287,12.544606,Esthersvej 34,55.7309704,12.5659228
87,90,t90,55.7155986,12.5491707,55.73273,12.5654915,Bispebjerg Bakke 22,55.714287,12.544606,Esthersvej 34,55.7309704,12.5659228
88,91,t91,55.7155986,12.5491707,55.7051614,12.481215,Bispebjerg Bakke 22,55.714287,12.544606,Husumvej (overfor 131),55.7046643,12.4787843
89,92,t92,55.7155986,12.5491707,55.6538288,12.566855,Bispebjerg Bakke 22,55.714287,12.544606,Drechselsgade 13,55.6571548,12.5684851
90,93,t93,55.7155986,12.5491707,55.6576191,12.566949,Bispebjerg Bakke 22,55.714287,12.544606,Drechselsgade 13,55.6571548,12.5684851
91,94,t94,55.7155986,12.5491707,55.713568,12.5927798,Bispebjerg Bakke 22,55.714287,12.544606,Orientkaj 4,55.711612,12.5952725
92,95,t95,55.7155986,12.5491707,55.710214,12.5926909,Bispebjerg Bakke 22,55.714287,12.544606,Orientkaj 4,55.711612,12.5952725
93,100,t100,55.7155986,12.5491707,55.6935246,12.5337137,Bispebjerg Bakke 22,55.714287,12.544606,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
94,101,t101,55.7155986,12.5491707,55.69347029999999,12.5343236,Bispebjerg Bakke 22,55.714287,12.544606,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
95,102,t102,55.7155986,12.5491707,55.6303298,12.5758695,Bispebjerg Bakke 22,55.714287,12.544606,Arne Jacobsens Alle 7,55.6317174,12.5736554
96,103,t103,55.7155986,12.5491707,55.630171,12.576398,Bispebjerg Bakke 22,55.714287,12.544606,Arne Jacobsens Alle 7,55.6317174,12.5736554
97,104,t104,55.7155986,12.5491707,55.695981,12.566608,Bispebjerg Bakke 22,55.714287,12.544606,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
98,105,t105,55.7155986,12.5491707,55.695981,12.566608,Bispebjerg Bakke 22,55.714287,12.544606,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
99,106,t106,55.7155986,12.5491707,55.7337192,12.5151561,Bispebjerg Bakke 22,55.714287,12.544606,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
100,107,t107,55.7155986,12.5491707,55.73391059999999,12.5147976,Bispebjerg Bakke 22,55.714287,12.544606,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
101,108,t108,55.7155986,12.5491707,55.649143,12.538063,Bispebjerg Bakke 22,55.714287,12.544606,Borgbjergsvej 43,55.6498214,12.5355941
102,109,t109,55.7155986,12.5491707,55.6508857,12.5362424,Bispebjerg Bakke 22,55.714287,12.544606,Borgbjergsvej 43,55.6498214,12.5355941
103,110,t110,55.7155986,12.5491707,55.656097,12.4854309,Bispebjerg Bakke 22,55.714287,12.544606,Vigerslev Venge 60,55.656498,12.489456
104,111,t111,55.7155986,12.5491707,55.656243,12.49368,Bispebjerg Bakke 22,55.714287,12.544606,Vigerslev Venge 60,55.656498,12.489456
105,112,t112,55.7155986,12.5491707,55.68661609999999,12.4911945,Bispebjerg Bakke 22,55.714287,12.544606,Dronninglundvej 12,55.689496,12.489151
106,113,t113,55.7155986,12.5491707,55.68832579999999,12.489222,Bispebjerg Bakke 22,55.714287,12.544606,Dronninglundvej 12,55.689496,12.489151
107,114,t114,55.7155986,12.5491707,55.67162899999999,12.546236,Bispebjerg Bakke 22,55.714287,12.544606,Westend 8,55.6718713,12.5516401
108,115,t115,55.7155986,12.5491707,55.6737346,12.550013,Bispebjerg Bakke 22,55.714287,12.544606,Westend 8,55.6718713,12.5516401
109,116,t116,55.7155986,12.5491707,55.6681772,12.5494579,Bispebjerg Bakke 22,55.714287,12.544606,Westend 8,55.6718713,12.5516401
110,117,t117,55.7145986,12.5472417,55.66034659999999,12.6124427,Bispebjerg Bakke 22,55.714287,12.544606,Albaniensgade 4,55.6629687,12.6150036
111,118,t118,55.7145986,12.5472417,55.663417,12.613829,Bispebjerg Bakke 22,55.714287,12.544606,Albaniensgade 4,55.6629687,12.6150036
112,120,t120,55.7145986,12.5472417,55.6944184,12.5088552,Bispebjerg Bakke 22,55.714287,12.544606,Nesbyholmvej 1,55.6967862,12.5046889
113,121,t121,55.7145986,12.5472417,55.6957116,12.5020127,Bispebjerg Bakke 22,55.714287,12.544606,Nesbyholmvej 1,55.6967862,12.5046889
114,122,t122,55.7145986,12.5472417,55.6815622,12.6035183,Bispebjerg Bakke 22,55.714287,12.544606,Halvtolv 19,55.678067,12.605109
115,123,t123,55.7145986,12.5472417,55.679351,12.6063932,Bispebjerg Bakke 22,55.714287,12.544606,Halvtolv 19,55.678067,12.605109
116,124,t124,55.7145986,12.5472417,55.6821885,12.5853534,Bispebjerg Bakke 22,55.714287,12.544606,Solvgade 11,55.68544739999999,12.5850568
117,125,t125,55.7145986,12.5472417,55.6858274,12.5772687,Bispebjerg Bakke 22,55.714287,12.544606,Solvgade 11,55.68544739999999,12.5850568
118,126,t126,55.7145986,12.5472417,55.6757724,12.5426171,Bispebjerg Bakke 22,55.714287,12.544606,Amalievej 1,55.6795777,12.5433161
119,127,t127,55.7145986,12.5472417,55.677688,12.546912,Bispebjerg Bakke 22,55.714287,12.544606,Amalievej 1,55.6795777,12.5433161
120,128,t128,55.7145986,12.5472417,55.7326892,12.5690945,Bispebjerg Bakke 22,55.714287,12.544606,Esthersvej 34,55.7309704,12.5659228
121,129,t129,55.7145986,12.5472417,55.73273,12.5654915,Bispebjerg Bakke 22,55.714287,12.544606,Esthersvej 34,55.7309704,12.5659228
122,130,t130,55.7145986,12.5472417,55.7051614,12.481215,Bispebjerg Bakke 22,55.714287,12.544606,Husumvej (overfor 131),55.7046643,12.4787843
123,131,t131,55.7145986,12.5472417,55.6538288,12.566855,Bispebjerg Bakke 22,55.714287,12.544606,Drechselsgade 13,55.6571548,12.5684851
124,132,t132,55.7145986,12.5472417,55.6576191,12.566949,Bispebjerg Bakke 22,55.714287,12.544606,Drechselsgade 13,55.6571548,12.5684851
125,133,t133,55.7145986,12.5472417,55.713568,12.5927798,Bispebjerg Bakke 22,55.714287,12.544606,Orientkaj 4,55.711612,12.5952725
126,134,t134,55.7145986,12.5472417,55.710214,12.5926909,Bispebjerg Bakke 22,55.714287,12.544606,Orientkaj 4,55.711612,12.5952725
127,139,t139,55.7145986,12.5472417,55.6935246,12.5337137,Bispebjerg Bakke 22,55.714287,12.544606,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
128,140,t140,55.7145986,12.5472417,55.69347029999999,12.5343236,Bispebjerg Bakke 22,55.714287,12.544606,Borups Plads (overfor Stefansgade 73),55.6910463,12.5395837
129,141,t141,55.7145986,12.5472417,55.6303298,12.5758695,Bispebjerg Bakke 22,55.714287,12.544606,Arne Jacobsens Alle 7,55.6317174,12.5736554
130,142,t142,55.7145986,12.5472417,55.630171,12.576398,Bispebjerg Bakke 22,55.714287,12.544606,Arne Jacobsens Alle 7,55.6317174,12.5736554
131,143,t143,55.7145986,12.5472417,55.695981,12.566608,Bispebjerg Bakke 22,55.714287,12.544606,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
132,144,t144,55.7145986,12.5472417,55.695981,12.566608,Bispebjerg Bakke 22,55.714287,12.544606,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
133,145,t145,55.7145986,12.5472417,55.7337192,12.5151561,Bispebjerg Bakke 22,55.714287,12.544606,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
134,146,t146,55.7145986,12.5472417,55.73391059999999,12.5147976,Bispebjerg Bakke 22,55.714287,12.544606,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
135,147,t147,55.7145986,12.5472417,55.649143,12.538063,Bispebjerg Bakke 22,55.714287,12.544606,Borgbjergsvej 43,55.6498214,12.5355941
136,148,t148,55.7145986,12.5472417,55.6508857,12.5362424,Bispebjerg Bakke 22,55.714287,12.544606,Borgbjergsvej 43,55.6498214,12.5355941
137,149,t149,55.7145986,12.5472417,55.656097,12.4854309,Bispebjerg Bakke 22,55.714287,12.544606,Vigerslev Venge 60,55.656498,12.489456
138,150,t150,55.7145986,12.5472417,55.656243,12.49368,Bispebjerg Bakke 22,55.714287,12.544606,Vigerslev Venge 60,55.656498,12.489456
139,151,t151,55.7145986,12.5472417,55.68661609999999,12.4911945,Bispebjerg Bakke 22,55.714287,12.544606,Dronninglundvej 12,55.689496,12.489151
140,152,t152,55.7145986,12.5472417,55.68832579999999,12.489222,Bispebjerg Bakke 22,55.714287,12.544606,Dronninglundvej 12,55.689496,12.489151
141,153,t153,55.7145986,12.5472417,55.67162899999999,12.546236,Bispebjerg Bakke 22,55.714287,12.544606,Westend 8,55.6718713,12.5516401
142,154,t154,55.7145986,12.5472417,55.6737346,12.550013,Bispebjerg Bakke 22,55.714287,12.544606,Westend 8,55.6718713,12.5516401
143,155,t155,55.7145986,12.5472417,55.6681772,12.5494579,Bispebjerg Bakke 22,55.714287,12.544606,Westend 8,55.6718713,12.5516401
144,156,t156,55.6944184,12.5088552,55.66034659999999,12.6124427,Nesbyholmvej 1,55.6967862,12.5046889,Albaniensgade 4,55.6629687,12.6150036
145,157,t157,55.6944184,12.5088552,55.663417,12.613829,Nesbyholmvej 1,55.6967862,12.5046889,Albaniensgade 4,55.6629687,12.6150036
146,158,t158,55.6944184,12.5088552,55.7155986,12.5491707,Nesbyholmvej 1,55.6967862,12.5046889,Bispebjerg Bakke 22,55.714287,12.544606
147,159,t159,55.6944184,12.5088552,55.7145986,12.5472417,Nesbyholmvej 1,55.6967862,12.5046889,Bispebjerg Bakke 22,55.714287,12.544606
148,161,t161,55.6944184,12.5088552,55.6815622,12.6035183,Nesbyholmvej 1,55.6967862,12.5046889,Halvtolv 19,55.678067,12.605109
149,162,t162,55.6944184,12.5088552,55.679351,12.6063932,Nesbyholmvej 1,55.6967862,12.5046889,Halvtolv 19,55.678067,12.605109
150,163,t163,55.6944184,12.5088552,55.6821885,12.5853534,Nesbyholmvej 1,55.6967862,12.5046889,Solvgade 11,55.68544739999999,12.5850568
151,164,t164,55.6944184,12.5088552,55.6858274,12.5772687,Nesbyholmvej 1,55.6967862,12.5046889,Solvgade 11,55.68544739999999,12.5850568
152,165,t165,55.6944184,12.5088552,55.6757724,12.5426171,Nesbyholmvej 1,55.6967862,12.5046889,Amalievej 1,55.6795777,12.5433161
153,166,t166,55.6944184,12.5088552,55.677688,12.546912,Nesbyholmvej 1,55.6967862,12.5046889,Amalievej 1,55.6795777,12.5433161
154,167,t167,55.6944184,12.5088552,55.7326892,12.5690945,Nesbyholmvej 1,55.6967862,12.5046889,Esthersvej 34,55.7309704,12.5659228
155,168,t168,55.6944184,12.5088552,55.73273,12.5654915,Nesbyholmvej 1,55.6967862,12.5046889,Esthersvej 34,55.7309704,12.5659228
156,169,t169,55.6944184,12.5088552,55.7051614,12.481215,Nesbyholmvej 1,55.6967862,12.5046889,Husumvej (overfor 131),55.7046643,12.4787843
157,170,t170,55.6944184,12.5088552,55.6538288,12.566855,Nesbyholmvej 1,55.6967862,12.5046889,Drechselsgade 13,55.6571548,12.5684851
158,171,t171,55.6944184,12.5088552,55.6576191,12.566949,Nesbyholmvej 1,55.6967862,12.5046889,Drechselsgade 13,55.6571548,12.5684851
159,172,t172,55.6944184,12.5088552,55.713568,12.5927798,Nesbyholmvej 1,55.6967862,12.5046889,Orientkaj 4,55.711612,12.5952725
160,173,t173,55.6944184,12.5088552,55.710214,12.5926909,Nesbyholmvej 1,55.6967862,12.5046889,Orientkaj 4,55.711612,12.5952725
161,174,t174,55.6944184,12.5088552,55.7035416,12.538201,Nesbyholmvej 1,55.6967862,12.5046889,Bygmestervej 59,55.70464879999999,12.5368945
162,176,t176,55.6944184,12.5088552,55.7030729,12.5477827,Nesbyholmvej 1,55.6967862,12.5046889,Egirsgade 65,55.7009488,12.5486256
163,177,t177,55.6944184,12.5088552,55.700964,12.5414659,Nesbyholmvej 1,55.6967862,12.5046889,Egirsgade 65,55.7009488,12.5486256
164,180,t180,55.6944184,12.5088552,55.6303298,12.5758695,Nesbyholmvej 1,55.6967862,12.5046889,Arne Jacobsens Alle 7,55.6317174,12.5736554
165,181,t181,55.6944184,12.5088552,55.630171,12.576398,Nesbyholmvej 1,55.6967862,12.5046889,Arne Jacobsens Alle 7,55.6317174,12.5736554
166,182,t182,55.6944184,12.5088552,55.695981,12.566608,Nesbyholmvej 1,55.6967862,12.5046889,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
167,183,t183,55.6944184,12.5088552,55.695981,12.566608,Nesbyholmvej 1,55.6967862,12.5046889,Frederik Vs Vej 13  (Rigshospital P huset),55.698862,12.565549
168,184,t184,55.6944184,12.5088552,55.7337192,12.5151561,Nesbyholmvej 1,55.6967862,12.5046889,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
169,185,t185,55.6944184,12.5088552,55.73391059999999,12.5147976,Nesbyholmvej 1,55.6967862,12.5046889,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),55.7349516,12.513523
170,186,t186,55.6944184,12.5088552,55.649143,12.538063,Nesbyholmvej 1,55.6967862,12.5046889,Borgbjergsvej 43,55.6498214,12.5355941
171,187,t187,55.6944184,12.5088552,55.6508857,12.5362424,Nesbyholmvej 1,55.6967862,12.5046889,Borgbjergsvej 43,55.6498214,12.5355941
172,188,t188,55.6944184,12.5088552,55.656097,12.4854309,Nesbyholmvej 1,55.6967862,12.5046889,Vigerslev Venge 60,55.656498,12.489456
173,189,t189,55.6944184,12.5088552,55.656243,12.49368,Nesbyholmvej 1,55.6967862,12.5046889,Vigerslev Venge 60,55.656498,12.489456
174,192,t192,55.6944184,12.5088552,55.67162899999999,12.546236,Nesbyholmvej 1,55.6967862,12.5046889,Westend 8,55.6718713,12.5516401
175,193,t193,55.6944184,12.5088552,55.6737346,12.550013,Nesbyholmvej 1,55.6967862,12.5046889,Westend 8,55.6718713,12.5516401
176,194,t194,55.6944184,12.5088552,55.6681772,12.5494579,Nesbyholmvej 1,55.6967862,12.5046889,Westend 8,55.6718713,12.5516401
177,195,t195,55.6957116,12.5020127,55.66034659999999,12.6124427,Nesbyholmvej 1,55.6967862,12.5046889,Albaniensgade 4,55.6629687,12.6150036
